text,text_clean,label,label_int,has_tamil_script,is_code_switched,text_length,word_count
Hi onnume illadha sarkaruku evalo like olaipakotuna padathuku onnum illa,Hi onnume illadha sarkaruku evalo like olaipakotuna padathuku onnum illa,1,,False,False,72,10
Oruthan Mela viswasam kaata inoruthana yen asingam paduthuringa #VeraLevel Thala,Oruthan Mela viswasam kaata inoruthana yen asingam paduthuringa VeraLevel Thala,0,,False,False,79,10
Jai rajinikanth jai Vijay sethupathi Telugu fan's,Jai rajinikanth jai Vijay sethupathi Telugu fan's,0,,False,False,49,7
செம ட்ரைலர் and bgm vera level,செம ட்ரைலர் and bgm vera level,0,,True,True,30,6
Kathi karthi fans kuthi mari eruku da punda,Kathi karthi fans kuthi mari eruku da punda,2,,False,True,43,8
Thala vera leval ....yuvan music ......pattaya kelapputhu,Thala vera leval ...yuvan music ...pattaya kelapputhu,0,,False,False,53,7
BGM    GV Prakash,BGM GV Prakash,0,,False,False,14,3
Ennada main scene Elam trailer la vachutenga,Ennada main scene Elam trailer la vachutenga,2,,False,True,44,7
Inime Evanavathu Recorda Pathi Pesatu Aparam Avanugalukku Irukku,Inime Evanavathu Recorda Pathi Pesatu Aparam Avanugalukku Irukku,0,,False,False,64,8
Ena hindila amithabajan nadithalum enga thala nadikiramadiri varuma,Ena hindila amithabajan nadithalum enga thala nadikiramadiri varuma,0,,False,False,67,8
Ms தோனி fans hits like here,Ms தோனி fans hits like here,3,,True,True,27,6
Tha padamna rajiniya vechii ipdi edugada..atha v2tu epa pathalu urrunu irukuramathiri edukathingada..,Tha padamna rajiniya vechii ipdi edugada..atha v2tu epa pathalu urrunu irukuramathiri edukathingada..,2,,False,True,101,12
Thirunelveli thala veriyans oru like podunga,Thirunelveli thala veriyans oru like podunga,0,,False,False,44,6
Vera Level Trailor Ali Ajith Fans Inka Vanthu Sunni Ooombama orama poi pool paandi da poola vaayila edunkada,Vera Level Trailor Ali Ajith Fans Inka Vanthu Sunni Ooombama orama poi pool paandi da poola vaayila edunkada,1,,False,True,108,18
Tala super tala fan from karnataka,Tala super tala fan from karnataka,0,,False,False,34,6
Talaiva you are always super,Talaiva you are always super,0,,False,False,28,5
Vetri anna ungla la matum than enga dhanush anna va vera vera dimetiontionla katta mudiyum realy hat's of anna,Vetri anna ungla la matum than enga dhanush anna va vera vera dimetiontionla katta mudiyum realy hat's of anna,0,,False,True,110,19
Thala Trailer la Pinni Pedal Eduthutaru‍,Thala Trailer la Pinni Pedal Eduthutaru,0,,False,True,39,6
..tha vfx  vera level da yebhaaa,..tha vfx vera level da yebhaaa,4,,False,True,31,6
Karthi Anna  # Surya Anna fans hit like,Karthi Anna Surya Anna fans hit like,2,,False,False,36,7
Hit like for  rajini sir  fan,Hit like for rajini sir fan,0,,False,False,27,6
Blockbuster aagum nu solravanga like pannunga,Blockbuster aagum nu solravanga like pannunga,1,,False,False,45,6
Go to 500 crore success .........................,Go to 500 crore success ...,0,,False,False,27,6
Super  sK  ettan adipoli makkalle dec20  waiting for sK etta,Super sK ettan adipoli makkalle dec20 waiting for sK etta,2,,False,False,57,10
"l like rajini on screen vera leve,l petta pataya kelapum pongal ku nee tan king..... old rajini is back...","l like rajini on screen vera leve,l petta pataya kelapum pongal ku nee tan king... old rajini is back...",0,,False,False,104,19
Periyar silai ah odacha groups.. Comment Section la irukingala  Avaru sinthanai yai yum sithanthatthaiyum yaralaiyum azhikka mudiyadhu,Periyar silai ah odacha groups.. Comment Section la irukingala Avaru sinthanai yai yum sithanthatthaiyum yaralaiyum azhikka mudiyadhu,0,,False,True,133,17
neraya neraya neraya neraya neraya neraya Vera level .,neraya neraya neraya neraya neraya neraya Vera level .,0,,False,False,54,9
Next level movie fan from Sri lanka,Next level movie fan from Sri lanka,0,,False,False,35,7
Thalaivaaaaa !!! Vaaa !! Vaaa !!!,Thalaivaaa !!! Vaaa !! Vaaa !!!,0,,False,False,31,6
1:18 bgm feels like Nkp Va mothi Paru,1 18 bgm feels like Nkp Va mothi Paru,1,,False,True,37,9
Dear channel owner Indha trailera Malaysian subtitlela Vidunga inga oruthavanga kekuranga,Dear channel owner Indha trailera Malaysian subtitlela Vidunga inga oruthavanga kekuranga,0,,False,False,89,11
Na Thalaparhy veriyan but kaithi super trailer...,Na Thalaparhy veriyan but kaithi super trailer...,3,,False,True,49,7
Paesama vada Chennai 2 title vaechi irukalama...,Paesama vada Chennai 2 title vaechi irukalama...,1,,False,False,48,7
ok thala enume yaraium oggalukaga asiga padutha matom,ok thala enume yaraium oggalukaga asiga padutha matom,0,,False,False,53,8
Kola masses trailer ..Thalaiva nee  varusam valanum Thalaiva,Kola masses trailer ..Thalaiva nee varusam valanum Thalaiva,2,,False,False,59,8
Aai... Yevanu kaachum ponnttaati pulla Sentiment irunthaa Oodi padhungkiru.Kola kaandula irukkan.Varraar thalaivaru....PETTA PARAAKKKKKK.....,Aai... Yevanu kaachum ponnttaati pulla Sentiment irunthaa Oodi padhungkiru.Kola kaandula irukkan.Varraar thalaivaru...PETTA PARAAKKK...,1,,False,False,135,13
Sema hit daa..pakka than porum enta kaliyode stylee,Sema hit daa..pakka than porum enta kaliyode stylee,0,,False,False,51,8
Vijay sethupathi ka padam papa only vijay,Vijay sethupathi ka padam papa only vijay,1,,False,True,41,7
Pink remake.. Seems it's remade well..,Pink remake.. Seems it's remade well..,0,,False,False,38,6
Interesting... #SK'ku kandippa oru come back'ah irukalam,Interesting... SK'ku kandippa oru come back'ah irukalam,2,,False,False,55,7
13 million views eppa varum inum 2/3 days aaguma,13 million views eppa varum inum 2 3 days aaguma,2,,False,False,48,10
Vijay chandar Movies Vaalu - Below Average Sketch - Average Sangatamilan?????,Vijay chandar Movies Vaalu - Below Average Sketch - Average Sangatamilan???,2,,False,False,75,11
Thala mass ... yuvan ultimate ...,Thala mass ... yuvan ultimate ...,0,,False,False,33,6
Arjun 's evergreen dialogue- dei  therikka,Arjun 's evergreen dialogue- dei therikka,0,,False,False,41,6
Trailer uha pakkamale like podum sangatha serthavan,Trailer uha pakkamale like podum sangatha serthavan,1,,False,False,51,7
Thala veriyen  da... Marana waiting  lai,Thala veriyen da... Marana waiting lai,0,,False,True,38,6
Crazy 4 movie review dekhne ke baad kon kon aya,Crazy 4 movie review dekhne ke baad kon kon aya,4,,False,False,47,10
Vera Vera level top takar thala,Vera Vera level top takar thala,0,,False,False,31,6
"என்னடா? , views 44K. But likes 55K.","என்னடா? , views 44K. But likes 55K.",3,,True,True,35,7
2.0 vs zero Srk vs Rajnikant Shankar vs Anand 200cr vs 550cr  Who's win,2.0 vs zero Srk vs Rajnikant Shankar vs Anand 200cr vs 550cr Who's win,2,,False,False,70,14
Kya Bola pata NHI laga but mst h,Kya Bola pata NHI laga but mst h,3,,False,False,32,8
Thala is a king maker,Thala is a king maker,0,,False,False,21,5
Rdj vanthu Sethupathi padathuku dubbing pananum. ENDGAME SABAM..UNGALA SUMAVIDATHU. IRON MAN VOICE,Rdj vanthu Sethupathi padathuku dubbing pananum. ENDGAME SABAM..UNGALA SUMAVIDATHU. IRON MAN VOICE,1,,False,False,98,12
``Oruthar mela neenga vishvasam katradhukaga innoruthara yea  asinga paduthuringa..  Vera levelllllll,Oruthar mela neenga vishvasam katradhukaga innoruthara yea asinga paduthuringa.. Vera levelll,0,,False,False,93,11
Keela irukravanta kelu da mela vandhavan ta kekre,Keela irukravanta kelu da mela vandhavan ta kekre,3,,False,True,49,8
I don't know y 26k unlike...?!,I don't know y 26k unlike...?!,2,,False,False,30,6
Pavadai kalin kaikuli vijay padatai indukal nangal parka kudathu,Pavadai kalin kaikuli vijay padatai indukal nangal parka kudathu,2,,False,False,64,9
Thala mass soldravanga like hit here,Thala mass soldravanga like hit here,0,,False,False,36,6
Padam oodathu Mokka padama than irukkum 100% fact Don't weaste your money,Padam oodathu Mokka padama than irukkum 100 fact Don't weaste your money,2,,False,False,72,12
oruthakanga mela viswasam katradhukaga unoruthara yaen asinga paduthuteenga#thala,oruthakanga mela viswasam katradhukaga unoruthara yaen asinga paduthuteenga thala,0,,False,False,81,9
Modhala dhuruva natchathiram udunga da dei,Modhala dhuruva natchathiram udunga da dei,0,,False,True,42,6
"I m Vijay fan, but ajith semma trailer super","I m Vijay fan, but ajith semma trailer super",2,,False,False,44,9
Raja raja cholan kita aditchi vaangirukka vendiyadhaana daa paadu,Raja raja cholan kita aditchi vaangirukka vendiyadhaana daa paadu,1,,False,False,65,9
###   Pink tamil version  ## thalassemia,Pink tamil version thalassemia,0,,False,False,30,4
Dae over build ha irruku da padam oodumaaaaa,Dae over build ha irruku da padam oodumaaa,1,,False,True,42,8
Thala super but tapseeye ithukkum irunthu irukkalam,Thala super but tapseeye ithukkum irunthu irukkalam,0,,False,False,51,7
"Once a king , always a king🥰🥰🥰🥰🥰","Once a king , always a king",0,,False,False,27,7
"Ennvo po.  nadigar athanala nalla padangalukkum , nalla nadigarkalukkum vaippu kodungal makkaley  makkaley .","Ennvo po. nadigar athanala nalla padangalukkum , nalla nadigarkalukkum vaippu kodungal makkaley makkaley .",1,,False,False,106,14
trailer patthu vaaya polandhu like poda marakkadhinga,trailer patthu vaaya polandhu like poda marakkadhinga,1,,False,False,53,7
"Dei,bigil padathuku munnadiye release pannuga please","Dei,bigil padathuku munnadiye release pannuga please",1,,False,False,52,6
Sounds saa kekum potha tik tik in iruku,Sounds saa kekum potha tik tik in iruku,0,,False,False,39,8
1k + comments in just 12min..,1k comments in just 12min..,1,,False,False,27,5
Thalaiver serupu ku mun yaduvum onnum ella,Thalaiver serupu ku mun yaduvum onnum ella,1,,False,False,42,7
Vjs fan more than rajns fan hit like,Vjs fan more than rajns fan hit like,0,,False,False,36,8
Pink movie ka remake hain kya??,Pink movie ka remake hain kya??,0,,False,True,31,6
Kola gaandu la irukkan!  Sweet sapadaporma! Style ah? Naturally...,Kola gaandu la irukkan! Sweet sapadaporma! Style ah? Naturally...,0,,False,True,65,9
16K dislikes Well Done You fucking Vijay fans,16K dislikes Well Done You fucking Vijay fans,1,,False,False,45,8
U1 Bgm Paaka vanthavanga like punnuga,U1 Bgm Paaka vanthavanga like punnuga,0,,False,False,37,6
Mass mass mass pakkaa mass thala mass,Mass mass mass pakkaa mass thala mass,0,,False,False,37,7
Thalaaaaaaaa Masssssss & End Of Dialogue  Awesome,Thalaaa Masss End Of Dialogue Awesome,0,,False,False,37,6
Kaithi movie review pathudu trailer pakkuravnga hit like,Kaithi movie review pathudu trailer pakkuravnga hit like,1,,False,False,56,8
Love you sir from telangana pavan anna fans,Love you sir from telangana pavan anna fans,0,,False,False,43,8
Thailaiva marana mass waiting for kadaram kondan,Thailaiva marana mass waiting for kadaram kondan,0,,False,False,48,7
Kumbakonam la porantha oruthan... World level la padam edukkuraan..Hats off Shankar,Kumbakonam la porantha oruthan... World level la padam edukkuraan..Hats off Shankar,2,,False,True,83,11
No#1 trending vara varaikum vidama paruga....,No 1 trending vara varaikum vidama paruga...,0,,False,False,44,7
Looks like good movie for diwali,Looks like good movie for diwali,3,,False,False,32,6
Thidinu sudden ah annoce pani trailar vitu intha alavu... lam thala oruvaruku matumey,Thidinu sudden ah annoce pani trailar vitu intha alavu... lam thala oruvaruku matumey,0,,False,False,85,13
Hindi la ab tamizla ak Vera level rasigargal waiting including me,Hindi la ab tamizla ak Vera level rasigargal waiting including me,0,,False,True,65,11
Ethala naga thalapathi Velayudham movie la ya pathutom,Ethala naga thalapathi Velayudham movie la ya pathutom,0,,False,True,54,8
Farmers oda varumaya kaati Ella movie layum kalla kattunga da. Thuu....,Farmers oda varumaya kaati Ella movie layum kalla kattunga da. Thuu...,1,,False,True,70,11
Adra adra adraaaa......Nee vaa thalaivaaaaa...... Vera level...,Adra adra adraaa...Nee vaa thalaivaaa... Vera level...,0,,False,False,54,7
Oruthar mela viswasatha kaata innoruthara yen asinga paduthureega,Oruthar mela viswasatha kaata innoruthara yen asinga paduthureega,0,,False,False,65,8
I love u karthik supparaj  thirumbavum palaya mathiri thalaivar ah kattunathuku tqq,I love u karthik supparaj thirumbavum palaya mathiri thalaivar ah kattunathuku tqq,2,,False,False,82,12
K   t  thiii,K t thiii,1,,False,False,9,3
"அசுரன், ஆடுகளாம், வட சென்னை, பெல்லாதவன்  National award flims and cult thriller movie D+v = block buster","அசுரன், ஆடுகளாம், வட சென்னை, பெல்லாதவன் National award flims and cult thriller movie D v block buster",0,,True,True,101,16
சக்திமான் 90's kids super hero..  Sk 2k kids Super Hero..,சக்திமான் 90's kids super hero.. Sk 2k kids Super Hero..,0,,True,True,56,10
50 times ku mela paththutten. Vera level trailer... Waiting ...... Fans hit likes.....,50 times ku mela paththutten. Vera level trailer... Waiting ... Fans hit likes...,1,,False,False,81,13
Title style puli padathode title style maari irukklle,Title style puli padathode title style maari irukklle,1,,False,False,53,8
Savarndha irrundhalu sanda potu saavanu....kale vilindhu saava kudathu,Savarndha irrundhalu sanda potu saavanu...kale vilindhu saava kudathu,3,,False,False,69,8
neraya neraya neraya neraya neraya neraya powerful voice.,neraya neraya neraya neraya neraya neraya powerful voice.,0,,False,False,57,8
Thala is gonn bring goose bumps back,Thala is gonn bring goose bumps back,0,,False,False,36,7
next superstar vijay Anna next comedy superstar aamai punda,next superstar vijay Anna next comedy superstar aamai punda,1,,False,False,59,9
Iyo ....evlo time paetthudde irukken....semma azaka urukkaru,Iyo ...evlo time paetthudde irukken...semma azaka urukkaru,0,,False,False,58,7
Super Star With Keladi Maja aiega,Super Star With Keladi Maja aiega,0,,False,False,33,6
"U kena tunggu lebih lama lagi, untuk tau saya.... hahahaha....","U kena tunggu lebih lama lagi, untuk tau saya... hahahaha...",4,,False,False,60,10
Marana mass thalaivaaa I love you uuu,Marana mass thalaivaaa I love you uuu,0,,False,False,37,7
Last dialogue for vijay fans,Last dialogue for vijay fans,0,,False,False,28,5
Samha dialogue movie lha erukha pogudu,Samha dialogue movie lha erukha pogudu,0,,False,False,38,6
Verithanma irruku... Love frm suriya fans,Verithanma irruku... Love frm suriya fans,0,,False,False,41,6
Who is best trailer...?  Nerkonda paarvai   Sindhubaadh,Who is best trailer...? Nerkonda paarvai Sindhubaadh,0,,False,False,52,7
Looks like remake of PINK movie,Looks like remake of PINK movie,0,,False,False,31,6
Dhanush Oda oru getup paatha maayi sarathkumar mathiri iruku...,Dhanush Oda oru getup paatha maayi sarathkumar mathiri iruku...,2,,False,False,63,9
Reddy produce pani sangathamilan per la release agutha padam.   Ena koduma da ithu,Reddy produce pani sangathamilan per la release agutha padam. Ena koduma da ithu,1,,False,True,80,13
@0:54 verithanam.....  engeyoo poitaangaaaa. thaaaru maaaru . verithanaathin ucha kattam .,0 54 verithanam... engeyoo poitaangaaa. thaaaru maaaru . verithanaathin ucha kattam .,0,,False,False,85,12
Video va koranjathu 50mb kku mela pakkanum. Supera. Irukku,Video va koranjathu 50mb kku mela pakkanum. Supera. Irukku,0,,False,True,58,9
Eppa ethuku evulo dislike ? Poramaiya ?,Eppa ethuku evulo dislike ? Poramaiya ?,0,,False,False,39,7
dislike pottavaga yellam ratham kakki tha savanuga,dislike pottavaga yellam ratham kakki tha savanuga,0,,False,True,50,7
"Ennada Commentla ACTION KING , ACTION KING, ACTION KING ah vararu....!","Ennada Commentla ACTION KING , ACTION KING, ACTION KING ah vararu...!",0,,False,False,69,11
Pakka thana Pora Pongaluku Entha Kaali Yoda Attatha! (By-Fan of Rajni & Sachin Tendulkar),Pakka thana Pora Pongaluku Entha Kaali Yoda Attatha! By-Fan of Rajni Sachin Tendulkar,0,,False,False,85,13
Sema Dhanush Anna vera Leval Asura Vettai Arrambam,Sema Dhanush Anna vera Leval Asura Vettai Arrambam,0,,False,False,50,8
Enna siva karthikayan bro eppadi pannitingala,Enna siva karthikayan bro eppadi pannitingala,2,,False,False,45,6
Vj sethupathi kaaga mattume indha trailer ah paakuren,Vj sethupathi kaaga mattume indha trailer ah paakuren,2,,False,False,53,8
Thalivaaa ultiii vera lvl  warm waiting sk masss,Thalivaaa ultiii vera lvl warm waiting sk masss,2,,False,False,47,8
Naan pakka Thalapathi fan ana padam supara irukum all Thalapathi fan wishes,Naan pakka Thalapathi fan ana padam supara irukum all Thalapathi fan wishes,0,,False,False,75,12
Anna unga mass yanna nu Yangaluku therium  Vera leval trailer 🤞,Anna unga mass yanna nu Yangaluku therium Vera leval trailer,0,,False,False,60,10
dislike potrukkaanga avunga amma sillukku daw,dislike potrukkaanga avunga amma sillukku daw,1,,False,False,45,6
Bigil trailer kku wait panravanga like podunga pappom,Bigil trailer kku wait panravanga like podunga pappom,0,,False,False,53,8
Trailer vera vera vera vera vera vera vera vera vera vera vera vera vera vera vera vera vera level,Trailer vera vera vera vera vera vera vera vera vera vera vera vera vera vera vera vera vera level,0,,False,False,98,19
Rangaraj pande dana advocate ah vandurukaru???,Rangaraj pande dana advocate ah vandurukaru???,0,,False,False,46,6
Enda indha video ku dislike poda epida thonthu thuu ..,Enda indha video ku dislike poda epida thonthu thuu ..,2,,False,False,54,10
Trailer ya itdu ppa Seema mass irukku,Trailer ya itdu ppa Seema mass irukku,0,,False,False,37,7
Lite ah irumugan mathiri irukkara mathiri feeling...but superb trailer,Lite ah irumugan mathiri irukkara mathiri feeling...but superb trailer,0,,False,False,70,9
01:38 Yuvan +Thala  Combo,01 38 Yuvan Thala Combo,0,,False,False,23,5
vera level maperum vetri  ataya congratulations,vera level maperum vetri ataya congratulations,1,,False,False,46,6
Oru padam hit ana podhum athea mauv ah idly ah dosiya idiyapama senjiduvanga pola  Trend ku vangaya,Oru padam hit ana podhum athea mauv ah idly ah dosiya idiyapama senjiduvanga pola Trend ku vangaya,1,,False,False,98,17
Blue sattai review semmaiya irukkum,Blue sattai review semmaiya irukkum,0,,False,False,35,5
Intha pongal thalaivar pongal . Pongalo pongal,Intha pongal thalaivar pongal . Pongalo pongal,0,,False,False,46,7
Thaaru maaru vera lvl dhanush anna acting,Thaaru maaru vera lvl dhanush anna acting,0,,False,False,41,7
Low budget endhiran be like,Low budget endhiran be like,2,,False,False,27,5
761 k likes reached aairuku ‍‍‍‍‍,761 k likes reached aairuku,0,,False,False,27,5
Idhuku poi evanda dislike potadhu cha..,Idhuku poi evanda dislike potadhu cha..,0,,False,False,39,6
Semma trailer rajini fans oru like potuga,Semma trailer rajini fans oru like potuga,0,,False,False,41,7
1:37 to 1:41 Idalam nanga power rangers laya pala thadava pathutom...,1 37 to 1 41 Idalam nanga power rangers laya pala thadava pathutom...,0,,False,False,69,13
Sema comedya irundhuchi trailer sivakarthikeyan ironman spiderman ku aprm heroman siva dhan,Sema comedya irundhuchi trailer sivakarthikeyan ironman spiderman ku aprm heroman siva dhan,1,,False,False,91,12
Thala na thala tha pada semma hit,Thala na thala tha pada semma hit,0,,False,True,33,7
10 k unlike hehehe stomach burners,10 k unlike hehehe stomach burners,0,,False,False,34,6
Vera level thalaivaaa... trailer pathu padatha theatre la pakka anga vittutingaa,Vera level thalaivaaa... trailer pathu padatha theatre la pakka anga vittutingaa,0,,False,True,80,11
Ajith look kola mass irukku,Ajith look kola mass irukku,0,,False,False,27,5
Tharumaru thakali soru  mase hit movie,Tharumaru thakali soru mase hit movie,0,,False,False,37,6
Padam pathutu trailer pakka vanthavaga like poduga,Padam pathutu trailer pakka vanthavaga like poduga,0,,False,False,50,7
"Flashback la sasikumar, simran and meesa vacha thalaivar","Flashback la sasikumar, simran and meesa vacha thalaivar",0,,False,True,56,8
Point break vida trailer nalla irruku,Point break vida trailer nalla irruku,0,,False,False,37,6
Màráñã Mass ..... Thalaivaaa .    Sweet edunga kondadung,M r Mass ... Thalaivaaa . Sweet edunga kondadung,0,,False,False,48,9
Daily 10 times ku mela paakuravanga  ...Padam vara varikum pakuravanga ....Like podunga,Daily 10 times ku mela paakuravanga ...Padam vara varikum pakuravanga ...Like podunga,0,,False,False,85,12
Dhanush Anna Maas solldravanga like podunga,Dhanush Anna Maas solldravanga like podunga,0,,False,False,43,6
Semma Semma Semma trailer Va Thaliava Va super star come back,Semma Semma Semma trailer Va Thaliava Va super star come back,0,,False,True,61,11
Intha movie ku apuram nan Dhanush anna fan,Intha movie ku apuram nan Dhanush anna fan,0,,False,False,42,8
Appa appa super star nu kamicha than sila peru adanguvanunga. VA thalaiva 🥰🤩🤩🤩,Appa appa super star nu kamicha than sila peru adanguvanunga. VA thalaiva,0,,False,True,73,12
Neraya neraya ....iruku ...sikiram Release panuga ...thala Veriyan,Neraya neraya ...iruku ...sikiram Release panuga ...thala Veriyan,0,,False,False,65,8
Vikram look appahh Hollywood actor ku tough kuduparu pola,Vikram look appahh Hollywood actor ku tough kuduparu pola,0,,False,False,57,9
Inga thala mattum tan Vara Eva vandhalum Ava thala inga irukatu Da dha*******,Inga thala mattum tan Vara Eva vandhalum Ava thala inga irukatu Da dha,1,,False,True,70,13
Hey Pandey ne enna pandra inga,Hey Pandey ne enna pandra inga,0,,False,False,30,6
Make it 12 Milion views soon,Make it 12 Milion views soon,0,,False,False,28,6
Yan innum trending varla friends 🤔🤔🤔,Yan innum trending varla friends,2,,False,False,32,5
blood ta   thodakkira scene   semma,blood ta thodakkira scene semma,0,,False,False,31,5
Hindi movie LA sanda yea illaye pa,Hindi movie LA sanda yea illaye pa,0,,False,True,34,7
10M Views VaraPokuthu ...!!1M Likes Very Soon...,10M Views VaraPokuthu ...!!1M Likes Very Soon...,0,,False,False,48,7
"Na Vijay Anna fan Bigil,Kaithi, Randhum padhamu papan","Na Vijay Anna fan Bigil,Kaithi, Randhum padhamu papan",3,,False,True,53,8
Semmaiya irukku kalakuringa thaliva superrrrrbsuperrrrrb masss,Semmaiya irukku kalakuringa thaliva superrrbsuperrrb masss,0,,False,False,58,6
i think this movie will beat dangal&bahubali 2,i think this movie will beat dangal bahubali 2,1,,False,False,46,9
Thalaiku best music parter U1 matum tha avarala matum tha mudium.... U1 BGM vera level,Thalaiku best music parter U1 matum tha avarala matum tha mudium... U1 BGM vera level,0,,False,True,85,15
Any Vikram fans in france,Any Vikram fans in france,0,,False,False,25,5
gommala idhan padam.bigil lavadhu mayiravadhu.sema weight diwali this year,gommala idhan padam.bigil lavadhu mayiravadhu.sema weight diwali this year,1,,False,False,74,9
Like ah potu video paatha like podu,Like ah potu video paatha like podu,0,,False,False,35,7
Enna da ellam avan seyal  Mari iruku,Enna da ellam avan seyal Mari iruku,1,,False,True,35,7
thala movie 100cr um varathu YouTube la like views um varathu............pavam aaaama kunjunga,thala movie 100cr um varathu YouTube la like views um varathu...pavam aaama kunjunga,0,,False,True,84,13
Othaaa bgm la verithanam  Bangam daw dai...Diwali on rage soon,Othaaa bgm la verithanam Bangam daw dai...Diwali on rage soon,0,,False,True,61,10
Thalaaa ayooo neenga unmaile wonderful human being thalaaaa unga rasigaiya irukurathuku rmbaaaa proudah iruku thala,Thalaaa ayooo neenga unmaile wonderful human being thalaaa unga rasigaiya irukurathuku rmbaaa proudah iruku thala,0,,False,False,113,15
Natural vijay sethupathi fans like here,Natural vijay sethupathi fans like here,3,,False,False,39,6
Trailer looks like rekka & junga. Expecting more from makkal selvan...,Trailer looks like rekka junga. Expecting more from makkal selvan...,1,,False,False,68,10
Sera panna sambavam seithu karthik sathanai,Sera panna sambavam seithu karthik sathanai,0,,False,False,43,6
Thalaivar ketta nanum modhurenu summa mothakudadhu mudecha modhanum ok ni kalakku thalaiva,Thalaivar ketta nanum modhurenu summa mothakudadhu mudecha modhanum ok ni kalakku thalaiva,0,,False,False,90,12
Are you Virgin 2k Kids : No 90’s Kids : YesVaadaye avadhunga,Are you Virgin 2k Kids No 90 s Kids YesVaadaye avadhunga,0,,False,False,56,11
likes mukkiyam illa. entha padam nalla oduthu athan mukkiyam,likes mukkiyam illa. entha padam nalla oduthu athan mukkiyam,2,,False,False,60,9
Technology nu sollidu ஏண்டா epadi காசா waste pandringa,Technology nu sollidu ஏண்டா epadi காசா waste pandringa,0,,True,True,54,8
"Romba overa tha poramo povom, enna pannituvanga   But, trailer nalla irukku pa","Romba overa tha poramo povom, enna pannituvanga But, trailer nalla irukku pa",0,,False,True,76,12
Antha last dance scene...... rajni sir semma ...... evlo mass scene irunthalum antha scene vera level ya🤩🤩,Antha last dance scene... rajni sir semma ... evlo mass scene irunthalum antha scene vera level ya,0,,False,False,98,17
Yogi babu Yenga kaanum Thalaivar Kooda varuvarunu pathan. K dhanush Thalaivar mass yeppavum,Yogi babu Yenga kaanum Thalaivar Kooda varuvarunu pathan. K dhanush Thalaivar mass yeppavum,0,,False,False,91,13
Laste la Vara dialogue ealla hero fanskum porunthum semaaa padam ajith sir pechila mattum than erukku,Laste la Vara dialogue ealla hero fanskum porunthum semaaa padam ajith sir pechila mattum than erukku,0,,False,True,101,16
After this movie thalaiyoda level summa roket mari mela parakum neenga rumba nallayirukanam thala,After this movie thalaiyoda level summa roket mari mela parakum neenga rumba nallayirukanam thala,0,,False,False,97,14
1st like... & 1st comment,1st like... 1st comment,0,,False,False,23,4
1:42 par thoda vfx ki kami lag rhi h bhai,1 42 par thoda vfx ki kami lag rhi h bhai,1,,False,False,41,11
1. Rajini sir PETTA 2.Ajit kumar VISWAMA 3.Ram charan  VVR (UNNAMED)      Relesing on same day🤔  Big clash,1. Rajini sir PETTA 2.Ajit kumar VISWAMA 3.Ram charan VVR UNNAMED Relesing on same day Big clash,0,,False,False,96,17
"what a trailer, thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.  looking more handsome and awsome............................................................Gudos to the creators....","what a trailer, thalaivaaa. looking more handsome and awsome...Gudos to the creators...",0,,False,False,87,12
Vjs anne sema look antha nethila kunkumom super,Vjs anne sema look antha nethila kunkumom super,0,,False,False,47,8
Marana mass super star super star than.....,Marana mass super star super star than...,0,,False,False,41,7
Power star srinavasan fans hit like here. ..,Power star srinavasan fans hit like here. ..,0,,False,False,44,8
Ennangada Vjs eh pathi onnumey kaamikala.. Movie la yavathu konjam getha kaaminga da..,Ennangada Vjs eh pathi onnumey kaamikala.. Movie la yavathu konjam getha kaaminga da..,0,,False,True,86,13
Kalaila elundha vudane Pallu Kooda valakama nera YouTube pakam vandha thala fans Ellarum comment pannunga ‍‍‍‍‍‍‍‍,Kalaila elundha vudane Pallu Kooda valakama nera YouTube pakam vandha thala fans Ellarum comment pannunga,0,,False,False,105,15
Tamilcinema Na ennanu kaatanum get Ready audience,Tamilcinema Na ennanu kaatanum get Ready audience,0,,False,True,49,7
Remake of Bollywood movie pink ?,Remake of Bollywood movie pink ?,0,,False,False,32,6
Vijay anna maari thala enna mo try pandraru paakalam,Vijay anna maari thala enna mo try pandraru paakalam,1,,False,False,52,9
Visvasam Remix music vera level bro Gv 🤘Visvasam 2.0 musics alluthu,Visvasam Remix music vera level bro Gv Visvasam 2.0 musics alluthu,1,,False,False,66,11
super trailer rei adhu radhiya iruka movie epadi irukum....,super trailer rei adhu radhiya iruka movie epadi irukum...,2,,False,False,58,9
Thala yoda look sema mass nu soldravanga oru like pannunga,Thala yoda look sema mass nu soldravanga oru like pannunga,0,,False,False,58,10
Ayoooo... Maranam.. Semma.... U1 rocking......,Ayooo... Maranam.. Semma... U1 rocking...,0,,False,False,41,5
Ena get up potaalum eppadi set aaguthu🤔,Ena get up potaalum eppadi set aaguthu,0,,False,False,38,7
Thala sonna kadaisi doigue  athu thala fanuku sonna mari irukuthu sema,Thala sonna kadaisi doigue athu thala fanuku sonna mari irukuthu sema,0,,False,False,69,11
saar...super saar...im waiting ur movie...semma trailer..we r waiting la..malaysians..,saar...super saar...im waiting ur movie...semma trailer..we r waiting la..malaysians..,0,,False,True,86,9
